SMILES,TITLE,dockvalent_id,number_of_overlapping_fragments,overlapping_fragments,overlap_score,docked_fragment
[CH2-]C(=O)N1CC[N@@]([C@@H]2[C@H]1N(C(=O)N2)c3cccnc3)Cc4ccccc4,NIM-UNI-36e-2,2139_ACL.0,0,,1801.6522512285112,x0830
[CH2-]C(=O)Nc1c(ccnc1Cl)[C@@H]2C[C@H]([C@@H](C2)C(=O)N)c3ccsc3,NIR-THE-99f-4,1135_NCL.0,0,,1799.5982727674127,x0820
[CH2-]CC(=O)N1Cc2ccccc2[C@H](C1)c3ccccc3CC(=O)N,NIR-THE-c33-5,626_NCL2ACR.0,0,,1791.9530332262566,x1420
[CH2-]C(=O)NCc1ccccc1[C@H]2CCC[C@@H]2C(=O)N,NIR-THE-99f-3,1134_NCL.0,2,"x1458,x1336",1791.3558567837604,x0820
[CH2-]C(=O)N1C[C@H]2C[C@@H]1C[N@@]2Cc3cccc(c3)Cl,DAN-LON-a5f-8,1044_NCL.0,3,"x1380,x1458,x0820",1791.2900204263512,x0770
[CH2-]C(=O)NCCc1ccccc1,ANT-DIA-b7f-4,733_ACL.0,2,"x1412,x1336",1789.7168008848992,x0072
[CH2-]C(=O)N(c1cc(cnc1)N)C(=O)CCl,DAN-PUR-19f-2,2490_ACL.0,0,,1789.051836860447,x1093
CC(=O)N1CCN(CC1)S(=O)(=O)[C@H]2[C@@H-]C[S@@H]=C2,MAK-UNK-235-1,2374_SUL.0,0,,1786.6464386609127,x0689
Cc1cccc(c1)CC2CCN(CC2)C(=O)C[CH2-],MAK-UNK-af8-6,930_NCL2ACR.0,0,,1785.4026268396326,x0072
[CH2-]CC(=O)N1CCC(CC1)C(=O)SCF,GIA-UNK-995-6,1146_ACL2ACR.0,0,,1782.0859460751844,x1334
CC1=CCNC=C1N(C(=O)C[CH2-])C(=O)c2cccnc2Cl,SEL-UNI-842-2,1355_ACL2ACR.0,0,,1781.1576095071514,x1478
C=C1N[C@@H-][C@H](C(=O)N1c2cccnc2)c3cccc(c3)Br,NIM-UNI-534-1,1913_ACR.0,0,,1780.841169948573,x0786
[CH2-]CC(=O)N1CCN(CC1)Cc2cc(cc3c2cccc3)F,DAR-DIA-fb2-2,39_NCL2ACR.0,0,,1778.3291986516044,x0830
[CH2-]C(=O)N(c1ccc(cc1Cc2ccccc2)F)[C@@H]3CS(=O)(=O)C=C3,SAL-INS-1c7-8,2461_NCL.0,0,,1777.6078533715674,x1385
Cc1cccc(c1)N(c2ccc(s2)Br)C3CCN(CC3)C(=O)[CH2-],NIR-THE-0d6-10,2610_NCL.0,2,"x0769,x0755",1773.5506442040137,x1334
[CH2-]C(=O)N(c1ccc(cc1Cc2ccccc2)F)[C@@H]3CS(=O)(=O)C=C3,SAL-INS-1c7-8,2461_NCL.0,0,,1772.789755598567,x1392
[CH2-]C(=O)N1CCN(CC1)C(=O)[C@H](c2c(cccn2)Cl)F,JON-UIO-066-4,2673_ACL.0,1,x0831,1771.877423760287,x0769
[CH2-]CC(=O)NC(=O)S(=O)(=O)CC(=O)CCOC1=CCC=CC1,WIL-LEE-364-33,2175_ACL2ACR.1,3,"x0769,x0755,x0689",1771.7114162495548,x0072
Cc1cccc(c1)CC2CCN(CC2)C(=O)C[CH2-],MAK-UNK-af8-6,930_NCL2ACR.0,0,,1771.6335495759724,x0305
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3ccccc3CC(=O)N,NIR-THE-c33-5,626_NCL.0,0,,1770.4973972303312,x1420
[CH2-]C(=O)N1CCN(CC1)[C@@H](c2cccc(c2)Cl)c3ccc(s3)Br,PAU-WEI-3e8-2,2102_NCL.0,4,"x1358,x1380,x1458,x1336",1770.3458296670856,x1385
C[C@@H]([CH2-])C(=O)N1Cc2ccc(cc2[C@@H](C1)c3ccccc3Cl)C(F)(F)F,RAV-REL-e0c-2,311_ACR.0,0,,1770.0076161017087,x1420
[CH2-]C(=O)N1CCN[C@@H]2[C@H]1N(C(=O)N2)c3cccnc3,NIM-UNI-36e-1,2138_ACL.0,0,,1769.084798765806,x1418
[CH2-]CC(=O)N1Cc2ccccc2[C@@H](C1)c3cccc(c3)F,DAR-DIA-cab-1,539_NCL2ACR.0,0,,1768.781570406191,x1392
CNS(=O)(=O)c1ccc(c(c1)[C@H]2CN(Cc3c2cccc3)C(=O)[CH2-])C#N,TAM-UNI-d1c-10,490_NCL.0,0,,1767.264351952291,x1392
CC(=O)c1ccnc(c1N(C2=c3cncnc3=[NH+][CH+]2)C(=O)C[CH2-])c4cccc(c4)Cl,LEO-EVO-0d2-5,2617_ACL2ACR.0,0,,1765.8805681766107,x0830
[CH2-]CC(=O)N1CCN(CC1)Cc2ccsc2,MAK-UNK-643-3,1705_ACL2ACR.0,4,"x0769,x0691,x1402,x0755",1764.3827154560158,x0689
CC(=O)c1ccnc(c1N(C2=c3cncnc3=[NH+][CH+]2)C(=O)C[CH2-])c4cc(cs4)F,LEO-EVO-0d2-6,2618_ACL2ACR.0,0,,1763.5571422590676,x1093
c1ccc(c(c1)[C+]=[NH2+])NC(=O)CC2=c3cccnc3=[NH+][CH+]2,ANT-DIA-3c7-1,2112_NIT.0,0,,1762.9362937141498,x0830
Cc1cc(cc(c1)Cl)CC2CCN(CC2)C(=O)[CH2-],NIR-THE-0d6-8,2608_NCL.0,3,"x0831,x0830,x0692",1762.2369185838074,x0161
Cc1ccc(c(c1)Cc2ccccc2)N([C@@H]3CS(=O)(=O)C=C3)C(=O)[CH2-],SAL-INS-1c7-7,2460_NCL.0,0,,1761.8877424716948,x1458
c1cc(cc(c1)NC(=O)Cc2cccnc2)[C+]=[NH2+],DAR-DIA-23a-4,2357_NIT.0,3,"x1334,x1412,x1336",1760.6128042376336,x0305
Cc1ccc(cc1)S(=O)(=O)NC[C@@H]2C[N@](CCN2C(=O)[CH2-])[C@@H](c3cccs3)O,DOU-UNK-b53-5,859_ACL.0,0,,1760.159778129287,x1093
Cc1cccc(c1)NC2CCN(CC2)C(=O)[CH2-],NIR-THE-0d6-1,2601_NCL.0,2,"x0734,x1380",1759.5526670340391,x1334
CCNc1ccc(cc1C(=O)N2CCN(CC2)C(=O)C)[C+]=[NH2+],JAN-GHE-fd8-7,8_NIT.0,0,,1759.5360024486645,x1249
CCOC(=O)[C@@H]1C[C@@H](CCN1C(=O)[CH2-])Cc2cccc(c2)C,MAK-UNK-af8-7,931_NCL.0,0,,1758.5306463676675,x0692
[CH2-]C(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-bb6-1,711_NCL.0,0,,1757.7697433993142,x0770
[CH2-]C(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-594-2,1874_NCL.0,0,,1757.7697433993142,x0770
[CH2-]C(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-022-1,2733_ACL.0,0,,1757.7697433993142,x0770
C[C@@H]([N@]1CC[N@](C[C@H]1[C@@H](CC(=O)N)NC(=O)C[CH2-])[C@H](CCl)O)O,DAV-CRI-e1c-1,302_ACL2ACR.0,0,,1757.3988848942538,x1493
[CH2-]C(=O)N1CC[N@@](C[C@@H]1Oc2ccc(cc2)F)S(=O)(=O)c3ccc(cc3)Cl,SAL-INS-1ea-1,2423_NCL.0,0,,1757.2910610375488,x1402
[CH2-]C(=O)N1CCN(CC1)CC2=NN=[N+]([CH+]2)c3cccc(c3)S(=O)(=O)N,NIM-UNI-bb6-3,713_NCL.0,0,,1755.8266623123532,x0195
[CH2-]C(=O)N1CCN(CC1)CC2=NN=[N+]([CH+]2)c3cccc(c3)S(=O)(=O)N,NIM-UNI-594-3,1875_NCL.0,0,,1755.8266623123532,x0195
[CH2-]C(=O)N1CCN(CC1)CC2=NN=[N+]([CH+]2)c3cccc(c3)S(=O)(=O)N,NIM-UNI-022-3,2735_ACL.0,0,,1755.8266623123532,x0195
c1ccc(cc1)n2cc(cc(c2=O)c3ccccc3[C+]=[NH2+])c4ccccn4,GER-UNI-cfb-1,512_NIT.0,0,,1755.801236640324,x0072
[CH2-]C(=O)N1CC[C@H](OC1)c2ccc(cc2)C[NH3+],NIM-UNI-43f-2,2050_NCL.0,1,x1336,1754.3951505020568,x0759
[CH2-]CC(=O)N1CC[N@@]([C@H](C1)c2ccc(cc2)Cl)Cc3cccc(c3)Cl,DAN-LON-a5f-6,1042_NCL2ACR.0,0,,1754.2987434448673,x0770
[CH2-]CC(=O)N1Cc2ccccc2[C@@H]([C@H]1Cc3cccnc3)c4ccccc4,JAV-UNI-450-1,2048_ACL2ACR.0,0,,1753.7985156197549,x1402
CCNc1ccc(cc1CN2CCN(CC2)C(=O)[CH2-])Cl,KIM-UNI-7d1-1,1456_ACL.0,7,"x0769,x0691,x1402,x0755,x1425,x0689,x1384",1753.7950057677456,x0770
c1ccc2c(c1)cncc2CC(=O)Nc3cccc(c3)[C+]=[NH2+],DAR-DIA-23a-19,2372_NIT.0,1,x0689,1752.3645445888824,x1249
CC(=O)Nc1cc(cc(c1)[C+]=[NH2+])CN2CCN(CC2)C(=O)CCl,TAM-UNI-d1c-16,496_NIT.0,0,,1751.5277495763137,x0692
CNS(=O)(=O)c1ccc(c(c1)[C@H]2CN(Cc3c2cccc3)C(=O)[CH2-])C#N,TAM-UNI-d1c-10,490_NCL.0,0,,1750.698876058004,x1386
Cc1ccc(c(c1)Cc2ccccc2)N([C@@H]3CS(=O)(=O)C=C3)C(=O)[CH2-],SAL-INS-1c7-7,2460_NCL.0,0,,1750.4484134755035,x1374
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3cccc(c3)N,NIR-THE-c33-1,622_NCL.0,0,,1749.9785027371804,x0305
[CH2-]CC(=O)N1Cc2ccccc2[C@H](C1)c3cccc(c3)N,NIR-THE-c33-1,622_NCL2ACR.0,0,,1747.4412161206387,x1420
Cc1ccncc1N2[C@@H]3[C@H](CC2=O)[N@](CCN3C(=O)[CH2-])Cc4cccs4,DOU-UNK-b53-7,861_ACL.0,0,,1746.868838533224,x0107
c1cc(cc(c1)c2cccc(=O)[nH]2)CNC(=O)[C@H]3[C@@H-]C=C=C[C@H]3Oc4cccc(c4)F,JAS-UNI-326-1,2215_ACR.0,0,,1745.438431502863,x0072
[CH2-]C(=O)N1CC[N@](C[C@@H]1[C@H]2CCCN[C@@H]2Cl)Cc3cccs3,DAV-CRI-020-1,2736_NCL.0,0,,1743.5601973352825,x1478
[CH2-]C(=O)N1Cc2ccccc2[C@@H](C1)c3cc(cc4c3cccc4)F,DAR-DIA-cab-7,545_NCL.0,0,,1743.2029446899664,x0830
C[C@@H](C1=CC(=C[C@@H]2[C@H]1N=CC2)Cl)NC(=O)C[CH2-],DAV-CRI-eab-6,255_NCL2ACR.0,0,,1740.4890543138795,x1382
Cc1cc(cc(c1)Cl)NC2CCN(CC2)C(=O)C[CH2-],NIR-THE-0d6-9,2609_NCL2ACR.0,0,,1735.562080621295,x0830
[CH2-]C(=O)N1CC[N@]([C@@H]2[C@H]1N(C(=O)N2)c3cccnc3)Cc4ccccc4,NIM-UNI-36e-2,2139_ACL.0,0,,1734.3583899718383,x1418
[CH2-]CC(=O)N1CCN(CC1)C(=O)[C@H](c2c(cccn2)Cl)F,JON-UIO-066-4,2673_ACL2ACR.0,2,"x0734,x1380",1734.180531982014,x0769
CCn1[cH-][c-]([c-]2[c-]1[c-]([cH-][c-]([cH-]2)[C+]=[NH2+])CCNS(=O)(=O)C)CCNC(=O)C,ROB-UNI-b2e-5,889_NIT.0,0,,1733.4959820664,x0072
[CH2-]C(=O)N(c1ccc(cc1Cc2ccccc2)F)[C@@H]3CS(=O)(=O)C=C3,SAL-INS-1c7-8,2461_NCL.0,0,,1732.8242759802852,x1374
[CH2-]C(=O)N1C[C@H](c2ccccc2[C@@H]1c3cccc(c3)N4CCCC4=O)c5ccccc5,DAV-CRI-8c8-1,1275_NCL.0,0,,1731.9985101438,x1392
[CH2-]C(=O)N1CCN(CC1)[C@@H](c2cccc(c2)Cl)c3ccc(s3)Br,PAU-WEI-3e8-2,2102_NCL.0,3,"x1358,x1351,x1336",1731.7285521885988,x0770
Cc1cccc(c1)C[C@@H]2CCN([C@@H](C2)C(=O)OC)C(=O)[CH2-],MAK-UNK-af8-9,933_NCL.0,1,x1358,1731.6517740652448,x0161
[CH2-]C(=O)N1Cc2ccccc2[C@@H]([C@H]1C(=O)Nc3ccncc3)c4ccccc4,DAV-CRI-1c7-7,2472_NCL.0,0,,1731.575388117037,x1384
[CH2-]C(=O)N1CC[N@@](C[C@@H]1c2ccccc2)Cc3cccc(c3)Cl,DAN-LON-a5f-5,1041_NCL.0,0,,1729.547195338364,x0770
Cc1ccccc1[C@@H]2c3ccccc3CN([C@H]2Cc4cccnc4)C(=O)[CH2-],DAV-CRI-1c7-5,2470_NCL.0,0,,1728.7212241610014,x0759
[CH2-]CC(=O)N(c1ccc(cc1Cc2ccccc2)F)[C@@H]3CS(=O)(=O)C=C3,SAL-INS-1c7-8,2461_NCL2ACR.0,0,,1723.3459013218671,x1458
CC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)[CH2-])F,BEN-VAN-d8f-21,424_ACL.0,2,"x0831,x0692",1723.286578304472,x0946
[CH2-]CC(=O)N1CC[N@@]([C@H](C1)c2ccccc2)Cc3ccc(s3)Br,SAL-INS-1c7-11,2464_NCL2ACR.0,0,,1722.8532221066416,x1458
c1cc(cc(c1)NC(=O)CC2=c3cccnc3=[NH+][CH+]2)[C+]=[NH2+],DAR-DIA-23a-1,2354_NIT.0,1,x1336,1722.8317564658644,x0434
[CH2-]CC(=O)N1CC[C@H](OC1)c2ccc(cc2)CO,NIM-UNI-43f-4,2052_NCL2ACR.0,2,"x0734,x1336",1722.6185869101646,x0759
[CH2-]C(=O)N1CCN(CC1)CC2=NN=[N+]([CH+]2)Cc3ccccc3,STE-KU -2e0-7,2286_NCL.0,0,,1721.23830800205,x0830
[CH2-]C(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-bb6-1,711_NCL.0,0,,1720.1962609307088,x0195
[CH2-]C(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-594-2,1874_NCL.0,0,,1720.1962609307088,x0195
[CH2-]C(=O)N(CC1=[N+](N=N[CH+]1)Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3,NIM-UNI-022-1,2733_ACL.0,0,,1720.1962609307088,x0195
Cc1cccc(c1)N(c2ccc(s2)N)C3CCN(CC3)C(=O)[CH2-],NIR-THE-0d6-12,2612_NCL.0,2,"x1358,x1351",1719.6067202067884,x1334
Cc1ccc(c(c1)CC2=NC=[NH+][CH+]2)N([C@@H]3CS(=O)(=O)C=C3)C(=O)[CH2-],SAL-INS-1c7-9,2462_NCL.0,0,,1717.7189384659032,x1374
CCOC(=O)[C@@H]1C[C@@H](CCN1C(=O)[CH2-])Cc2cccc(c2)C,MAK-UNK-af8-7,931_NCL.0,0,,1717.649960809106,x0104
[CH2-]C(=O)N1CCO[C@@H]([C@@H]1Nc2cnccn2)c3ccc(cc3)F,FOC-CAS-e3a-2,298_NCL.0,1,x1392,1715.5091068535758,x0759
[CH2-]CC(=O)N1Cc2ccccc2[C@@H](C1)c3cccc(c3)F,DAR-DIA-cab-1,539_NCL2ACR.0,0,,1713.6450562763569,x0830
CCNc1c(c(c(cn1)[C+]=[NH2+])Nc2cscc2[C@@H]3CCC[C@@H]3C(=O)NC(=O)C=C)F,BEN-VAN-d2b-2,453_NIT.0,0,,1709.697056006091,x0874
c1cc(cc(c1)NC(=O)CC2=c3cccnc3=[NH+][CH+]2)[C+]=[NH2+],DAR-DIA-23a-1,2354_NIT.0,1,x1336,1709.66227973239,x0305
Cc1cccc(c1)NC2CCN(CC2)C(=O)C[CH2-],NIR-THE-0d6-1,2601_NCL2ACR.0,0,,1708.9832722325827,x0830
[CH2-]CC(=O)N1CC[N@@]([C@@H]2[C@H]1N(C(=O)N2)c3cccnc3)Cc4ccccc4,NIM-UNI-36e-2,2139_ACL2ACR.0,0,,1708.0938185252196,x0434
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3ccccc3CC(=O)N,NIR-THE-c33-5,626_NCL.0,0,,1707.6995660314296,x0305
[CH2-]C(=O)N1CCC[C@H](C1)[N+]2=NN=C([CH+]2)c3ccccc3,STE-KU -2e0-4,2283_NCL.0,1,x1392,1706.3421712300985,x1418
Cc1ccccc1[C@@H]2c3ccccc3CN([C@H]2Cc4cccnc4)C(=O)[CH2-],DAV-CRI-1c7-5,2470_NCL.0,0,,1706.1345481159924,x1384
[CH2-]CC(=O)Nc1cnccc1c2ccncc2NC(=O)Nc3ccccc3,MAK-UNK-129-6,2558_ACL2ACR.0,0,,1705.8932924002754,x0434
Cc1ccncc1NC(=O)[C@@H](C)c2cccc(c2)[C+]=[NH2+],TRY-UNI-714-22,1543_NIT.0,0,,1705.2978642144571,x0107
Cc1ccc(c(c1)Cc2ccccc2)N([C@@H]3CS(=O)(=O)C=C3)C(=O)[CH2-],SAL-INS-1c7-7,2460_NCL.0,0,,1705.2687771583971,x1392
Cc1ccncc1N2[C@@H]3[C@H](CC2=O)[N@@](CCN3C(=O)[CH2-])Cc4cccs4,DOU-UNK-b53-7,861_ACL.0,0,,1704.4792859360396,x0104
CC1=CCNC=C1N(C(=O)[CH2-])C(=O)c2cccnc2Cl,SEL-UNI-842-2,1355_ACL.0,0,,1703.3366783081947,x1425
[CH2-]C(=O)N1CCN(CC1)Cc2cnc(nc2)c3ccccc3,MAK-UNK-af8-1,925_NCL.0,2,"x1358,x1351",1702.5897527433785,x0305
[CH2-]CC(=O)N1CCC[C@@]2(C1)C[C@@H]([C@H](C2)C(=O)N)c3ccsc3,NIR-THE-99f-2,1133_NCL2ACR.0,1,x1336,1702.5258175709848,x1478
[CH2-]C(=O)N1CC[C@H](OC1)c2ccc(cc2)N,NIM-UNI-43f-1,2049_NCL.0,3,"x0831,x0830,x0692",1700.9303807593833,x0759
CC(=O)Nc1ccc(cc1)[C@@H]2CCN(CO2)C(=O)[CH2-],NIM-UNI-43f-7,2055_NCL.0,1,x1336,1700.6197578823603,x0759
[CH2-]C(=O)N1Cc2ccccc2[C@H]([C@@H]1Cc3cccnc3)c4ccc(cc4)F,DAV-CRI-1c7-8,2473_NCL.0,0,,1700.2305009637525,x0831
CCO[C@@H]1CC[C@@H](c2c1sc(c2)c3nnco3)[C+]=[NH2+],DOU-UNK-b53-16,870_NIT.0,0,,1700.1890411834474,x0107
c1cc2=C([CH+][NH+]=c2nc1)CC(=O)NCc3cc(ccn3)[C+]=[NH2+],TRY-UNI-1fd-10,2406_NIT.0,0,,1699.7368984788482,x0387
[CH2-]C(=O)NCc1ccccc1[C@H]2CCC[C@@H]2C(=O)N,NIR-THE-99f-3,1134_NCL.0,1,x1336,1698.7461085910868,x1478
c1csc(c1[C+]=[NH2+])CN2CCN(CC2)C(=O)CCl,DAV-CRI-d1e-1,475_NIT.0,0,,1698.3159165279656,x1418
[CH2-]CC(=O)N1CCN[C@@H]2[C@H]1N(C(=O)N2)c3cccnc3,NIM-UNI-36e-1,2138_ACL2ACR.0,0,,1697.0414418832365,x1418
[CH2-]C(=O)N1CC[N@]([C@@H]2[C@H]1N(C(=O)N2)c3cccnc3)Cc4ccccc4,NIM-UNI-36e-2,2139_ACL.0,0,,1696.411716146573,x0434
[CH2-]C(=O)N1CCN(CC1)Cc2cc(cnc2NCCO)Cl,JAN-GHE-fd8-3,4_ACL.0,0,,1695.7036038415727,x0305
[CH2-]C(=O)N1CC[N@@]([C@H](C1)CCc2ccccc2O)S(=O)(=O)c3ccc(s3)Cl,SAL-INS-1ea-3,2425_NCL.0,0,,1695.5690097326872,x1402
[CH2-]C(=O)N1CC[N@](C[C@@H]1[C@H]2CCCN[C@@H]2Cl)Cc3cccs3,DAV-CRI-020-1,2736_NCL.0,0,,1694.7470842376893,x1418
COc1cccc(c1)[C@@H]2CN(Cc3c2cccc3)C(=O)C[CH2-],DAR-DIA-cab-2,540_NCL2ACR.0,0,,1693.4094553314605,x1392
C[C@@H](c1cc(cc(c1)Cl)C[C@H]2[C@@H-][C@H](C=C2)S(=O)(=O)N)NC(=O)CCl,DAV-CRI-14a-5,2515_SUL.0,0,,1693.4000714701097,x0161
C[C@H](C1=CC(=C[C@H]2[C@@H]1CC[NH2+]2)Cl)NC(=O)C[CH2-],DAV-CRI-eab-4,253_NCL2ACR.0,0,,1693.2942549157633,x0831
c1cc2=C([CH+][NH+]=c2nc1)CC(=O)NCc3cc(ccn3)[C+]=[NH2+],TRY-UNI-1fd-10,2406_NIT.0,0,,1692.2707452432564,x0161
[CH2-]C(=O)N1CCN(CC1)Cc2cc(cc3c2cccc3)Cl,DAR-DIA-fb2-8,45_NCL.0,1,x0734,1691.9907126561109,x0305
[CH2-]CC(=O)N1C[C@H]2C[C@@H]1C[N@@]2Cc3cccc(c3)Cl,DAN-LON-a5f-8,1044_NCL2ACR.0,2,"x0734,x1336",1691.956015104922,x0770
Cc1ccc(cc1)S(=O)(=O)NC[C@@H]2C[N@@](CCN2C(=O)[CH2-])[C@@H](c3cccs3)O,DOU-UNK-b53-5,859_ACL.0,0,,1691.5179580730326,x0104
Cc1ccncc1N2[C@@H]3[C@H](CC2=O)[N@@](CCN3C(=O)C[CH2-])Cc4cccs4,DOU-UNK-b53-7,861_ACL2ACR.0,0,,1691.236625792487,x1392
Cc1cccc(c1)[C@H]2CN(Cc3c2cccc3)C(=O)C[CH2-],NIR-THE-c33-6,627_NCL2ACR.0,0,,1691.232540436413,x1420
CC(=O)Nc1ccc(cc1CN2CCN(CC2)C(=O)CCl)[C+]=[NH2+],TAM-UNI-d1c-18,498_NIT.0,0,,1690.49785508935,x1386
[CH2-]CC(=O)N1Cc2cc3c(cccc3[N+](=O)[O-])cc2[C@H](C1)C4=[NH+]C=N[CH+]4,SAL-INS-1c7-6,2459_NCL2ACR.1,0,,1689.5241911305156,x1392
CCn1[cH-][c-]([c-]2[c-]1[c-]([cH-][c-]([cH-]2)[C+]=[NH2+])CCNS(=O)(=O)C)CCNS(=O)(=O)C,ROB-UNI-b2e-3,887_NIT.0,0,,1688.6895308119433,x0072
[CH2-]C(=O)N1CC[N@@]([C@H](C1)C2=NC=[NH+][CH+]2)Cc3[cH-]cc([s+]3)Br,SAL-INS-1c7-12,2465_NCL.0,0,,1688.2078520039872,x0734
[CH2-]CC(=O)N1CCN[C@@H]2[C@H]1N(C(=O)N2)c3cccnc3,NIM-UNI-36e-1,2138_ACL2ACR.0,0,,1687.9644445383003,x1386
[CH2-]CC(=O)N1CCN(CC1)Cc2ccc(cc2)F,ANT-OPE-d97-1,403_ACR.0,3,"x1380,x1458,x1336",1686.9518948250752,x0831
[CH2-]C(=O)N1CC[N@@]([C@H](C1)c2cccs2)Cc3cccc(c3)Cl,DAN-LON-a5f-9,1045_NCL.0,0,,1686.8812476778091,x0770
C[C@@H](C1=CC(=C[C@H]2[C@@H]1CSC2)Cl)NC(=O)C[CH2-],DAV-CRI-eab-8,257_NCL2ACR.0,0,,1686.5889459312564,x1382
CCn1[cH-][c-]([c-]2[c-]1[c-]([cH-][c-]([cH-]2)[C+]=[NH2+])CCNS(=O)(=O)C)CCNC(=O)C,ROB-UNI-b2e-5,889_NIT.0,0,,1686.4514120259091,x0305
CC1=CCNC=C1N(C(=O)C[CH2-])C(=O)NC2CC2,SEL-UNI-842-3,1356_ACL2ACR.0,0,,1686.1738818380045,x1374
CC(=O)OCc1ccc(cc1)[C@@H]2CCN(CO2)C(=O)C[CH2-],NIM-UNI-43f-10,2058_NCL2ACR.0,0,,1683.670623552095,x0759
c1cc(cc(c1)NC(=O)CC2=c3cccnc3=[NH+][CH+]2)[C+]=[NH2+],DAR-DIA-23a-1,2354_NIT.0,0,,1683.5344985347958,x0104
C[C@@H](CCc1ccccc1)N2CCN(CC2)C(=O)[CH2-],MAK-UNK-af8-2,926_NCL.0,3,"x1334,x1336,x1385",1683.523328154607,x0387
[CH2-]CC(=O)N1CCN(CC1)Cc2cccc3c2ccc(c3)S(=O)(=O)N,DAR-DIA-fb2-9,46_NCL2ACR.0,0,,1682.267954744951,x0830
C[C@H]1COCCN1c2ccc(nc2)[C+]=[NH2+],JOH-UNI-522-1,1925_NIT.0,1,x0734,1681.9534230426596,x1077
[CH2-]C(=O)N1CCN(CC1)Cc2ncc(s2)Cc3ccsc3,MAK-UNK-e4a-20,288_NCL.0,1,x0734,1681.399802420659,x0692
C[C@H](C1=CC(=C[C@H]2[C@@H]1CCC2)Cl)NC(=O)C[CH2-],DAV-CRI-eab-2,251_NCL2ACR.0,0,,1680.6869316839327,x0831
CCNc1c(cc(cn1)[C+]=[NH2+])NCCc2ccc3c(c2)ocn3,GAB-REV-df6-22,351_NIT.0,0,,1680.2374609463004,x0305
[CH2-]C(=O)N1CCC[C@H](C1)[N+]2=NN=C([CH+]2)c3ccccc3,STE-KU -2e0-4,2283_NCL.0,0,,1678.9564819831116,x0692
CCNc1cc(c(cn1)[C+]=[NH2+])CN2CCN(CC2)C(=O)CCl,DAV-CRI-d1e-2,476_NIT.0,0,,1678.2475826623818,x1418
[CH2-]CC(=O)N1CCC[C@@]2(C1)C[C@@H]([C@H](C2)C(=O)N)c3ccsc3,NIR-THE-99f-2,1133_NCL2ACR.0,0,,1677.8643671070026,x0759
[CH2-]CC(=O)N1Cc2cc3c(cccc3[N+](=O)[O-])cc2[C@H](C1)C4=[NH+]C=N[CH+]4,SAL-INS-1c7-6,2459_NCL2ACR.1,0,,1677.3915508492066,x1385
[CH2-]C(=O)N1CCCc2c1ccc(c2)NCc3ccc(cc3Cl)F,MIC-IOC-304-2,2255_ACL.0,0,,1677.3845624460578,x0755
CCNc1c(cc(cn1)C#N)CN2CCN(CC2)C(=O)[CH2-],JAN-GHE-fd8-1,2_ACL.0,0,,1676.3916156912069,x0305
CCNc1c(cc(cn1)C#N)CN2CCN(CC2)C(=O)[CH2-],DAR-DIA-fb2-4,41_NCL.0,0,,1676.3916156912069,x0305
CCNc1c(cc(cn1)C#N)CN2CCN(CC2)C(=O)[CH2-],BRU-LEF-ae0-1,968_NCL.0,0,,1676.3916156912069,x0305
[cH-]1[cH-][c-]([cH-][c-]2[c-]1[cH-][cH-][nH]2)C[C@@H]([C@@H-]CS(=O)(=O)[N-][c-]3[cH-][nH][cH-][n-]3)[NH3+],STE-LAU-c06-1,675_SUL.1,0,,1675.2333447803294,x1402
CC1=CCNC=C1N(C(=O)C[CH2-])C(=O)NC2CC2,SEL-UNI-842-3,1356_ACL2ACR.0,0,,1675.1718859212344,x1478
c1cc2=C([CH+][NH+]=c2nc1)CC(=O)Nc3cc(cnc3)[C+]=[NH2+],DAR-DIA-23a-2,2355_NIT.0,1,x1458,1674.6468214363035,x0104
C[C@H](C1=CC(=C[C@H]2[C@@H]1CC[NH2+]2)Cl)NC(=O)[CH2-],DAV-CRI-eab-4,253_NCL.0,2,"x0734,x0820",1673.5148152912682,x1382
c1ccc2c(c1)cncc2CC(=O)Nc3cccc(c3)[C+]=[NH2+],DAR-DIA-23a-19,2372_NIT.0,0,,1673.1609369993284,x0434
[CH2-]CC(=O)N1CCN(CC1)C(=O)[C@H](c2c(cccn2)Cl)F,JON-UIO-066-4,2673_ACL2ACR.0,1,x0734,1672.8749683366837,x0831
